,0,1,2,3,4,5
1,-3.475329875946045,-7.4093732833862305,0.0,-1.0931271314620972,-7.043292999267578,-2.5448989868164062
2,-3.5955798625946045,-7.22688627243042,0.0,-1.091471552848816,-7.041518688201904,-2.514364719390869
3,-3.6296000480651855,-7.477054119110107,0.0,-1.0901808738708496,-7.031970977783203,-2.4380288124084473
4,-3.622384548187256,-7.364255428314209,0.0,-1.0901850461959839,-7.031912326812744,-2.4685630798339844
5,-3.718069076538086,-7.356106281280518,0.0,-1.0917729139328003,-7.032194137573242,-2.453295946121216
6,-3.605470657348633,-7.232818603515625,0.0,-1.093551754951477,-7.033085823059082,-2.346425771713257
7,-4.237884521484375,-7.698049068450928,0.0,-1.0946961641311646,-7.036746025085449,-2.6517691612243652
8,-3.7456257343292236,-7.5941290855407715,0.0,-1.0961542129516602,-7.043167591094971,-2.98764705657959
9,-3.3787102699279785,-7.217936992645264,0.0,-1.09442937374115,-7.044806480407715,-1.4151279926300049
10,-3.724590301513672,-7.534343719482422,0.0,-1.0947623252868652,-7.047936916351318,-3.048715591430664
11,-3.891348123550415,-6.9278244972229,0.0,-1.096990942955017,-7.05048131942749,-2.8502423763275146
12,-3.421647787094116,-7.300323009490967,0.0,-1.0924595594406128,-7.053574085235596,-2.1326851844787598
13,-3.8456778526306152,-7.192859649658203,0.0,-1.0932567119598389,-7.051965236663818,-2.880776882171631
14,-3.4783051013946533,-7.246777534484863,0.0,-1.090933084487915,-7.056419849395752,-2.270089864730835
15,-3.6043665409088135,-7.174503326416016,0.0,-1.0894931554794312,-7.061997413635254,-2.773906707763672
16,-3.868572950363159,-7.539940357208252,0.0,-1.089206576347351,-7.066471576690674,-2.2853569984436035
17,-4.016044616699219,-7.329345226287842,0.0,-1.0901942253112793,-7.0691752433776855,-2.5296318531036377
18,-3.8858399391174316,-7.587131023406982,0.0,-1.089636206626892,-7.073300361633301,-2.6059677600860596
19,-3.695345401763916,-7.689657688140869,0.0,-1.0886873006820679,-7.074455261230469,-2.4685630798339844
20,-3.681114673614502,-7.241137504577637,0.0,-1.091281771659851,-7.075857639312744,-2.483830213546753
21,-3.7979838848114014,-7.415859222412109,0.0,-1.093857765197754,-7.0808634757995605,-2.453295946121216
22,-3.293116569519043,-7.309640407562256,0.0,-1.0944633483886719,-7.084866046905518,-2.4380288124084473
23,-3.7583022117614746,-7.337381362915039,0.0,-1.0934927463531494,-7.083168029785156,-2.483830213546753
24,-3.799793004989624,-7.6973676681518555,0.0,-1.091490387916565,-7.079201698303223,-2.69757080078125
25,-3.527174949645996,-7.374095916748047,0.0,-1.0901325941085815,-7.074578285217285,-2.7128379344940186
26,-3.6834418773651123,-7.343852519989014,0.0,-1.0889028310775757,-7.073025226593018,-2.590700387954712
27,-3.3878092765808105,-7.581977844238281,0.0,-1.0888925790786743,-7.073056697845459,-2.728105068206787
28,-3.6834418773651123,-7.651252746582031,0.0,-1.092666506767273,-7.075125694274902,-2.6517691612243652
29,-3.826218843460083,-7.2465643882751465,0.0,-1.0950500965118408,-7.074371337890625,-2.2853569984436035
30,-3.458994150161743,-7.365042209625244,0.0,-1.095399260520935,-7.068561553955078,-2.4990973472595215
31,-3.625087261199951,-7.060796737670898,0.0,-1.0962114334106445,-7.064810276031494,-2.514364719390869
32,-3.9089603424072266,-7.262815952301025,0.0,-1.0957130193710327,-7.061904430389404,-2.621234893798828
33,-3.674720287322998,-7.354768753051758,0.0,-1.0948081016540527,-7.061297416687012,-2.407494306564331
34,-3.795968532562256,-7.452908515930176,0.0,-1.094162106513977,-7.0626983642578125,-2.6823034286499023
35,-3.5012943744659424,-7.365710735321045,0.0,-1.0930577516555786,-7.065185546875,-2.453295946121216
36,-3.592979907989502,-7.389615058898926,0.0,-1.0948609113693237,-7.063039779663086,-2.4990973472595215
37,-3.4779090881347656,-7.372940540313721,0.0,-1.0930252075195312,-7.06040096282959,-2.621234893798828
38,-3.501903772354126,-7.642327785491943,0.0,-1.0912986993789673,-7.059141159057617,-2.7128379344940186
39,-3.7550652027130127,-7.372251987457275,0.0,-1.0911402702331543,-7.058177947998047,-2.4380288124084473
40,-3.693507194519043,-7.724916934967041,0.0,-1.0911028385162354,-7.05954122543335,-2.346425771713257
41,-3.51629376411438,-7.1681742668151855,0.0,-1.0923517942428589,-7.0524187088012695,-2.407494306564331
42,-3.884366750717163,-7.349318981170654,0.0,-1.09284508228302,-7.04896354675293,-2.483830213546753
43,-3.770162343978882,-7.155445098876953,0.0,-1.092409372329712,-7.0489702224731445,-2.407494306564331
44,-3.649644374847412,-7.123772144317627,0.0,-1.093031883239746,-7.053509712219238,-2.560166120529175
45,-3.4379682540893555,-7.197035312652588,0.0,-1.0919033288955688,-7.057957649230957,-2.1784868240356445
46,-3.4989967346191406,-7.387271881103516,0.0,-1.09201979637146,-7.057542324066162,-2.483830213546753
47,-3.4007680416107178,-7.268706798553467,0.0,-1.0922471284866333,-7.058237552642822,-2.2548227310180664
48,-3.1413369178771973,-7.608728885650635,0.0,-1.0907626152038574,-7.059309482574463,-2.376960039138794
49,-3.855394124984741,-7.5140557289123535,0.0,-1.0921481847763062,-7.061023235321045,-2.117418050765991
50,-3.497262954711914,-7.509402751922607,0.0,-1.0929687023162842,-7.059756278991699,-2.3616929054260254
51,-3.3779194355010986,-7.218345642089844,0.0,-1.0948039293289185,-7.058872699737549,-2.4990973472595215
52,-3.8769078254699707,-7.512047290802002,0.0,-1.095139741897583,-7.059737205505371,-2.4990973472595215
53,-4.167530059814453,-7.3013081550598145,0.0,-1.0962154865264893,-7.060981750488281,-2.590700387954712
54,-3.1976511478424072,-7.6000776290893555,0.0,-1.0942493677139282,-7.060239791870117,-2.4227614402770996
55,-3.5993831157684326,-7.235370635986328,0.0,-1.0959354639053345,-7.055262565612793,-2.300624132156372
56,-3.5877292156219482,-7.858126640319824,0.0,-1.095003366470337,-7.055932521820068,-2.5448989868164062
57,-3.543461561203003,-7.180366039276123,0.0,-1.0945478677749634,-7.057617664337158,-2.2548227310180664
58,-3.443936824798584,-7.461267948150635,0.0,-1.0945196151733398,-7.058178901672363,-2.2395553588867188
59,-3.978651762008667,-7.087958812713623,0.0,-1.0954865217208862,-7.057256698608398,-2.483830213546753
60,-3.751812696456909,-7.324867248535156,0.0,-1.0948692560195923,-7.057178020477295,-2.3922271728515625
61,-3.724731683731079,-7.747325420379639,0.0,-1.0965393781661987,-7.055851936340332,-2.4990973472595215
62,-3.458994150161743,-7.518934726715088,0.0,-1.0955452919006348,-7.055820465087891,-2.5296318531036377
63,-3.7648138999938965,-7.224199295043945,0.0,-1.0959111452102661,-7.057136535644531,-2.4227614402770996
64,-3.2666475772857666,-7.623633861541748,0.0,-1.0966506004333496,-7.057692050933838,-2.331158399581909
65,-3.2104480266571045,-7.425306797027588,0.0,-1.0962822437286377,-7.058651447296143,-2.5754332542419434
66,-3.7769668102264404,-7.723351001739502,0.0,-1.094791054725647,-7.060111999511719,-2.4380288124084473
67,-3.5245437622070312,-7.5930070877075195,0.0,-1.0951446294784546,-7.060904026031494,-2.453295946121216
68,-3.63167142868042,-7.589271545410156,0.0,-1.0945526361465454,-7.0620927810668945,-2.5448989868164062
69,-3.7425808906555176,-7.404253959655762,0.0,-1.0953010320663452,-7.063633441925049,-2.453295946121216
70,-4.043087482452393,-7.547609329223633,0.0,-1.0990930795669556,-7.062739849090576,-2.4380288124084473
71,-3.8344948291778564,-6.894007205963135,0.0,-1.0995031595230103,-7.0618767738342285,-2.5448989868164062
72,-3.8424055576324463,-7.515517234802246,0.0,-1.0997467041015625,-7.062558650970459,-2.4990973472595215
73,-3.897191047668457,-7.1130266189575195,0.0,-1.1008800268173218,-7.064366340637207,-2.407494306564331
74,-3.486760139465332,-7.164705276489258,0.0,-1.100202202796936,-7.0652642250061035,-2.590700387954712
75,-3.54447078704834,-7.042865753173828,0.0,-1.099992275238037,-7.065576076507568,-2.2853569984436035
76,-3.3996496200561523,-7.611663818359375,0.0,-1.0983167886734009,-7.066016674041748,-2.6365020275115967
77,-3.6381797790527344,-7.282908916473389,0.0,-1.0993740558624268,-7.0659499168396,-2.4227614402770996
78,-3.4701828956604004,-7.3846116065979,0.0,-1.0968258380889893,-7.064681529998779,-2.5448989868164062
79,-3.6205852031707764,-7.248502731323242,0.0,-1.0969377756118774,-7.067208290100098,-2.514364719390869
80,-3.6880908012390137,-7.366457939147949,0.0,-1.0964287519454956,-7.069677829742432,-2.6823034286499023
81,-3.443721294403076,-7.536381244659424,0.0,-1.0977972745895386,-7.072594165802002,-2.22428822517395
82,-3.585880994796753,-7.430922508239746,0.0,-1.0983209609985352,-7.071890830993652,-2.804440975189209
83,-3.8647563457489014,-7.156833648681641,0.0,-1.097666621208191,-7.069082736968994,-2.5296318531036377
84,-3.507662296295166,-7.497086048126221,0.0,-1.09583580493927,-7.0650248527526855,-2.346425771713257
85,-3.738614559173584,-7.14568567276001,0.0,-1.094873070716858,-7.064054012298584,-2.7433722019195557
86,-3.67667293548584,-7.316533088684082,0.0,-1.093343734741211,-7.06597375869751,-2.3616929054260254
87,-3.741105556488037,-7.1493096351623535,0.0,-1.0935670137405396,-7.067196846008301,-2.4990973472595215
88,-3.553898811340332,-6.9910759925842285,0.0,-1.0926132202148438,-7.065424919128418,-2.3616929054260254
89,-3.5867669582366943,-7.376994609832764,0.0,-1.0934828519821167,-7.061676979064941,-2.407494306564331
90,-3.539398193359375,-7.364570140838623,0.0,-1.0947290658950806,-7.05835485458374,-2.5754332542419434
91,-3.680299997329712,-7.22621488571167,0.0,-1.096230387687683,-7.058740139007568,-2.4227614402770996
92,-3.6862363815307617,-7.432483673095703,0.0,-1.0970227718353271,-7.062365531921387,-2.5754332542419434
93,-3.721031665802002,-7.44571590423584,0.0,-1.098293423652649,-7.060726642608643,-2.5448989868164062
94,-3.615795373916626,-7.266420841217041,0.0,-1.096952199935913,-7.059442043304443,-2.69757080078125
95,-3.4032745361328125,-7.275364398956299,0.0,-1.096096396446228,-7.056403160095215,-2.3158912658691406
96,-3.3762829303741455,-7.497129440307617,0.0,-1.0946321487426758,-7.052766799926758,-2.4990973472595215
97,-3.820488452911377,-7.5020928382873535,0.0,-1.0949058532714844,-7.0536274909973145,-2.6517691612243652
98,-3.6665303707122803,-7.436367034912109,0.0,-1.0952407121658325,-7.056530952453613,-2.270089864730835
99,-3.653259515762329,-7.396388053894043,0.0,-1.0943557024002075,-7.058463096618652,-2.6059677600860596
100,-3.362924098968506,-7.314387321472168,0.0,-1.093253254890442,-7.058943748474121,-2.483830213546753
101,-3.670165538787842,-7.415685653686523,0.0,-1.0940239429473877,-7.057291030883789,-2.2395553588867188
102,-3.6634702682495117,-6.970451831817627,0.0,-1.094356894493103,-7.054653644561768,-2.7891738414764404
103,-3.5305702686309814,-7.651769161224365,0.0,-1.0931649208068848,-7.054642677307129,-2.270089864730835
104,-3.9328560829162598,-7.093521595001221,0.0,-1.0953140258789062,-7.055244445800781,-2.5296318531036377
105,-3.5558457374572754,-7.4553704261779785,0.0,-1.094290018081665,-7.0587897300720215,-2.3158912658691406
106,-3.5620646476745605,-7.021786689758301,0.0,-1.0957539081573486,-7.063129901885986,-2.6517691612243652
107,-3.652061939239502,-7.504758358001709,0.0,-1.0973217487335205,-7.0683441162109375,-2.086883783340454
108,-4.060428142547607,-7.349093914031982,0.0,-1.0989141464233398,-7.066854953765869,-2.3158912658691406
109,-3.987849712371826,-7.412992477416992,0.0,-1.0986781120300293,-7.0646443367004395,-2.514364719390869
110,-3.5823755264282227,-7.678492546081543,0.0,-1.097931981086731,-7.063805103302002,-2.376960039138794
111,-3.829016923904419,-7.545827865600586,0.0,-1.0992478132247925,-7.0653228759765625,-2.2090210914611816
112,-3.7527382373809814,-6.8806586265563965,0.0,-1.1024448871612549,-7.062990665435791,-2.621234893798828
113,-4.008419990539551,-7.165708541870117,0.0,-1.1044890880584717,-7.063473224639893,-2.483830213546753
114,-3.8421123027801514,-7.099586009979248,0.0,-1.1053181886672974,-7.062221527099609,-2.4380288124084473
115,-3.5565524101257324,-7.249273300170898,0.0,-1.105683445930481,-7.062256336212158,-2.3158912658691406
116,-3.5497119426727295,-7.178434371948242,0.0,-1.105902910232544,-7.060607433319092,-2.4227614402770996
117,-3.734323024749756,-6.952998638153076,0.0,-1.1036735773086548,-7.052873134613037,-2.6823034286499023
118,-3.822406053543091,-7.4495158195495605,0.0,-1.1013197898864746,-7.049340724945068,-2.4380288124084473
119,-3.4882640838623047,-7.7582197189331055,0.0,-1.0992530584335327,-7.049038887023926,-2.407494306564331
120,-3.67667293548584,-6.954718589782715,0.0,-1.099313735961914,-7.0485334396362305,-2.22428822517395
121,-3.6499288082122803,-7.75433349609375,0.0,-1.0994733572006226,-7.0459089279174805,-2.6517691612243652
122,-3.2386739253997803,-7.587736129760742,0.0,-1.1005581617355347,-7.0479936599731445,-2.270089864730835
123,-3.792299270629883,-7.446130275726318,0.0,-1.0986952781677246,-7.044555187225342,-2.6823034286499023
124,-3.4011964797973633,-7.3190836906433105,0.0,-1.0987783670425415,-7.044971466064453,-2.1326851844787598
125,-3.6538617610931396,-7.032145977020264,0.0,-1.1005700826644897,-7.048905849456787,-2.621234893798828
126,-3.566502809524536,-7.2110419273376465,0.0,-1.0971001386642456,-7.057558536529541,-2.4380288124084473
127,-3.6175754070281982,-7.2838544845581055,0.0,-1.0992660522460938,-7.065562725067139,-2.1479523181915283
128,-3.5269110202789307,-7.438577651977539,0.0,-1.0997470617294312,-7.072186470031738,-2.4685630798339844
129,-3.735525608062744,-7.73541784286499,0.0,-1.1007524728775024,-7.072737216949463,-2.8502423763275146
130,-4.091576099395752,-7.516415119171143,0.0,-1.1015934944152832,-7.067409992218018,-2.2853569984436035
131,-3.6265056133270264,-7.7191386222839355,0.0,-1.1002742052078247,-7.070616245269775,-2.6365020275115967
132,-3.685389280319214,-7.443769931793213,0.0,-1.0998215675354004,-7.0752081871032715,-2.270089864730835
133,-3.569061279296875,-7.538611888885498,0.0,-1.1016442775726318,-7.0740532875061035,-2.346425771713257
134,-3.278336763381958,-7.2707438468933105,0.0,-1.0992072820663452,-7.075896263122559,-2.483830213546753
135,-3.743501901626587,-7.197689056396484,0.0,-1.1004608869552612,-7.076334476470947,-2.560166120529175
136,-3.832867383956909,-7.315049648284912,0.0,-1.1038894653320312,-7.0737624168396,-2.22428822517395
137,-3.369584321975708,-7.493088722229004,0.0,-1.103021264076233,-7.071506500244141,-2.6365020275115967
138,-3.5992143154144287,-7.164430618286133,0.0,-1.1028928756713867,-7.072105407714844,-2.376960039138794
139,-3.877415657043457,-7.430372714996338,0.0,-1.1039884090423584,-7.068532943725586,-2.560166120529175
140,-3.967053174972534,-7.299513816833496,0.0,-1.106086254119873,-7.062942981719971,-2.331158399581909
141,-3.81488299369812,-7.158727169036865,0.0,-1.1034777164459229,-7.0647664070129395,-2.331158399581909
142,-3.778982162475586,-7.196132659912109,0.0,-1.1045775413513184,-7.066612720489502,-2.4685630798339844
143,-3.537184000015259,-7.47564172744751,0.0,-1.1028425693511963,-7.0687479972839355,-2.4685630798339844
144,-3.7156665325164795,-7.322681903839111,0.0,-1.1036878824234009,-7.067868232727051,-2.331158399581909
145,-3.7303311824798584,-7.40797233581543,0.0,-1.101586103439331,-7.065938472747803,-2.560166120529175
146,-3.496182441711426,-6.975678443908691,0.0,-1.099528193473816,-7.068329334259033,-2.407494306564331
147,-3.6214849948883057,-7.390480995178223,0.0,-1.0998347997665405,-7.068756580352783,-2.2548227310180664
148,-3.360365629196167,-7.4266533851623535,0.0,-1.0999441146850586,-7.069614410400391,-2.6059677600860596
149,-3.4495813846588135,-7.359200477600098,0.0,-1.0985347032546997,-7.070499420166016,-2.4227614402770996
150,-3.8233492374420166,-7.312139511108398,0.0,-1.1005226373672485,-7.067924976348877,-2.4380288124084473
151,-3.8347713947296143,-7.276585102081299,0.0,-1.101715087890625,-7.066432476043701,-2.4380288124084473
152,-3.6007301807403564,-7.761641025543213,0.0,-1.1010814905166626,-7.066805362701416,-2.4990973472595215
153,-3.586665630340576,-7.621696949005127,0.0,-1.10353684425354,-7.067821025848389,-2.331158399581909
154,-3.7141926288604736,-7.291959285736084,0.0,-1.1059786081314087,-7.06827974319458,-2.5754332542419434
155,-3.5558457374572754,-7.385749340057373,0.0,-1.106005072593689,-7.07240629196167,-2.4685630798339844
156,-3.696241617202759,-7.424567699432373,0.0,-1.1075661182403564,-7.075366497039795,-2.3922271728515625
157,-3.5990488529205322,-7.316757678985596,0.0,-1.1087199449539185,-7.075549125671387,-2.331158399581909
158,-3.531938076019287,-7.5622453689575195,0.0,-1.1072412729263306,-7.07757043838501,-2.560166120529175
159,-3.2477307319641113,-7.2795305252075195,0.0,-1.1062394380569458,-7.079395771026611,-2.331158399581909
160,-3.61490535736084,-7.236876010894775,0.0,-1.1083197593688965,-7.079129219055176,-2.3922271728515625
161,-3.577928304672241,-7.164300918579102,0.0,-1.1083256006240845,-7.079298496246338,-2.514364719390869
162,-3.587690591812134,-7.127780914306641,0.0,-1.107452630996704,-7.080201148986816,-2.300624132156372
163,-3.6847784519195557,-7.3606133460998535,0.0,-1.1076525449752808,-7.080127716064453,-2.331158399581909
164,-3.485905885696411,-7.121472358703613,0.0,-1.1068918704986572,-7.076568603515625,-2.5754332542419434
165,-3.6547658443450928,-7.148104667663574,0.0,-1.1071363687515259,-7.077818393707275,-2.4380288124084473
166,-3.806302785873413,-7.360095500946045,0.0,-1.1072261333465576,-7.079020023345947,-2.483830213546753
167,-3.7404608726501465,-7.413909912109375,0.0,-1.1094434261322021,-7.0822272300720215,-2.4990973472595215
168,-3.7444233894348145,-7.824088096618652,0.0,-1.1105707883834839,-7.085842132568359,-2.6365020275115967
169,-3.7012338638305664,-7.350857257843018,0.0,-1.1120784282684326,-7.0876078605651855,-2.300624132156372
170,-3.787524938583374,-7.380772113800049,0.0,-1.1102557182312012,-7.086335182189941,-2.621234893798828
171,-3.6916868686676025,-7.4016313552856445,0.0,-1.1094863414764404,-7.088470935821533,-2.346425771713257
172,-3.6296000480651855,-7.617420673370361,0.0,-1.1093761920928955,-7.084783554077148,-2.2090210914611816
173,-3.760572671890259,-7.3704376220703125,0.0,-1.110142707824707,-7.083463191986084,-2.5754332542419434
174,-3.5487208366394043,-7.414247989654541,0.0,-1.1113181114196777,-7.085659980773926,-2.3616929054260254
175,-3.8383336067199707,-7.231529235839844,0.0,-1.1127291917800903,-7.090209007263184,-2.2853569984436035
176,-3.741384267807007,-7.3321309089660645,0.0,-1.1124491691589355,-7.09291934967041,-2.514364719390869
177,-4.045086860656738,-7.4536967277526855,0.0,-1.1139169931411743,-7.092331886291504,-2.5754332542419434
178,-3.836677074432373,-7.336254119873047,0.0,-1.1137040853500366,-7.094084739685059,-2.3922271728515625
179,-3.630986213684082,-7.073300361633301,0.0,-1.1170259714126587,-7.092610836029053,-2.3158912658691406
180,-3.7389655113220215,-7.396806240081787,0.0,-1.1155390739440918,-7.092212677001953,-2.2548227310180664
181,-3.6776978969573975,-7.12516975402832,0.0,-1.115220546722412,-7.088279724121094,-2.4990973472595215
182,-3.7153234481811523,-7.73927116394043,0.0,-1.1151866912841797,-7.087822914123535,-2.483830213546753
183,-3.4376749992370605,-7.194957256317139,0.0,-1.1143463850021362,-7.083081245422363,-2.22428822517395
184,-3.2646031379699707,-7.609848976135254,0.0,-1.112439751625061,-7.0818047523498535,-2.590700387954712
185,-3.6388392448425293,-7.478878974914551,0.0,-1.1118943691253662,-7.08224630355835,-2.4227614402770996
186,-3.910346031188965,-7.453749656677246,0.0,-1.1106926202774048,-7.081706523895264,-2.667036294937134
187,-3.9051766395568848,-7.347809791564941,0.0,-1.1096662282943726,-7.079488277435303,-2.376960039138794
188,-3.661996841430664,-7.733966827392578,0.0,-1.109896183013916,-7.078283309936523,-2.2395553588867188
189,-3.38447904586792,-7.047621726989746,0.0,-1.1119847297668457,-7.076181888580322,-2.4685630798339844
190,-3.367096424102783,-7.899258613586426,0.0,-1.1094046831130981,-7.078514099121094,-2.3158912658691406
191,-3.892596483230591,-7.123597621917725,0.0,-1.111748456954956,-7.081905364990234,-2.4227614402770996
192,-3.357930898666382,-8.787384986877441,0.0,-1.0959481000900269,-7.093817710876465,-2.1021509170532227
193,-3.179476499557495,-5.6798529624938965,0.0,-1.128891110420227,-7.082037448883057,-0.5448989868164062
194,-2.906193971633911,-7.455586910247803,0.0,-1.1060620546340942,-7.077054023742676,-4.98764705657959
195,-2.8670146465301514,-8.745378494262695,0.0,-1.1117104291915894,-7.10383415222168,-0.8502426147460938
196,-3.2981252670288086,-7.380488872528076,0.0,-1.1031756401062012,-7.0823469161987305,-2.2395553588867188
197,-5.025267601013184,-7.037905693054199,0.0,-1.125182867050171,-7.083240509033203,-2.117418050765991
198,-0.4747498631477356,-4.888178825378418,0.0,-1.1242808103561401,-7.104874134063721,-2.621234893798828
199,-1.0614488124847412,-7.3596038818359375,0.0,-1.1154543161392212,-7.095525741577148,0.3863987922668457
200,-7.100378513336182,-9.869362831115723,0.0,-1.078423261642456,-7.057338714599609,-1.0487158298492432
201,-8.286785125732422,-7.449852466583252,0.0,-1.081332802772522,-7.077529430389404,-2.98764705657959
202,3.4965665340423584,-9.924470901489258,0.0,-1.10525381565094,-7.065067291259766,-2.376960039138794
203,0.8403809070587158,-5.95728874206543,0.0,-1.0931613445281982,-7.050837516784668,0.7222766876220703
204,-7.36870002746582,-5.864971160888672,0.0,-1.0862654447555542,-7.022421360015869,1.058154582977295
205,-4.290170669555664,-10.627742767333984,0.0,-1.0932831764221191,-7.020773887634277,-1.5067310333251953
206,3.8409998416900635,-8.368195533752441,0.0,-1.0637282133102417,-7.051010608673096,-9.186120986938477
207,2.737229585647583,-7.495384216308594,0.0,-1.0760087966918945,-7.023097515106201,-4.453295707702637
208,-5.19351053237915,-10.357186317443848,0.0,-1.0770277976989746,-7.007106781005859,3.7146434783935547
209,-4.538265228271484,-10.66677474975586,0.0,-1.0611845254898071,-7.011964321136475,3.7146434783935547
210,4.026132106781006,-5.672363758087158,0.0,-1.0350778102874756,-7.058064937591553,-9.048715591430664
211,-1.1368987560272217,-8.585946083068848,0.0,-1.0414320230484009,-7.017261028289795,-0.7891736030578613
212,-7.724595069885254,-9.289258003234863,0.0,-1.02457594871521,-7.000055313110352,0.8138794898986816
